scene_number,location,description,cast_id,costume_notes,hair_makeup,prosthetics,key_props,props,set_dressing,extras,picture_vechiles,production,special_professionals,sfx,vfx,special_equipments,notes,timeofday,int_ext
122G,WANKHADE STADIUM / SHOWER,"INT. WANKHADE STADIUM / SHOWER - NIGHT
122G
(Script location : Wankhade stadium 
Real location : Mohali stadium)
160.
FOR AD TEAM
(MORE)
161.
Arjun takes a silent shower
CUT TO:
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,NIGHT,INT
122H,WANKHADE STADIUM / PUNJAB TEAM ROOM,"INT. WANKHADE STADIUM / PUNJAB TEAM ROOM - DAY
122H
(Script location : Wankhade stadium 
Real location : New Chandigarh Stadium)
Ratti walks in to Mahesh, Ravinder and Bali sir. 
RATTI
47 overs and 352 is the target sir. 
Required run rate is 7.47. Agar 
match draw bhi hua toh innings rule 
ke hisaab se, Karnataka ka 1st 
innings score zyada hai toh jeet 
unki sir. Humein jittna hai toh 
humein ye run banaane hi honge sir. 
RAVINDER
Last day ki pitch badi aukhi hai 
sir... unpredictable. 352 in 47 
overs matlab lagbhag na-mumkin. 
Mahesh looks lost. He turns his glance to the other room 
where he sees a few players walking around and from behind 
them, we reveal Arjun.
CLUSTER 5
","['arjun', 'bali', 'ratti', 'mahesh']","['arjun', 'bali', 'ratti', 'mahesh']","['arjun', 'bali', 'ratti', 'mahesh']",,,,,,,,,,,,,DAY,INT
122Q.2,WANKHADE STADIUM/ GROUND,"EXT. WANKHADE STADIUM/ GROUND - DAY
122Q.2
- A wide shot of the stadium. - Drone shot
",[],[],[],,,,,,,,,,,,,DAY,EXT
122Q.3,WANKHADE STADIUM/ COMMENTARY BOX,"INT. WANKHADE STADIUM/ COMMENTARY BOX - DAY
122Q.3
COMMENTATOR 3
Change in plans for the Punjab 
team. Arjun jo ki middle order 
batsmen rahe hain ab tak... 
(MORE)
161.
FOR AD TEAM
COMMENTATOR 3 (CONT'D)
162.
he’s going to open the innings with 
Virender in the 2nd innings. 
COMMENTATOR 4
Karnataka has the lead with 351 on 
the board and they must be happy.
COMMENTATOR 3
Ranji tournament mein phir ek 
baar... Jeet ke bahut kareeb hai 
Karnataka.
COMMENTATOR 4
Karnataka must already be 
celebrating. Yahan se jeetna hai 
toh Punjab has to do something 
magical... 352 runs in just 47 
overs aur wo bhi day 5 ki pitch pe. 
Almost impossible.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,INT
124,ARJUN HOUSE,"INT. ARJUN HOUSE - DAY
124
Kittu is sitting with 3 other friends of his. Jasleen is also 
sitting along with them. Vidhya is serving the kids something 
in little cups and sits with Jasleen. 
Arjun is shown on TV, Kittu has his fingers crossed. It shows 
that he is hoping his dad will play well. Vidhya sees this.
","['jasleen', 'vidhya', 'kittu', 'arjun']","['jasleen', 'vidhya', 'kittu', 'arjun']","['jasleen', 'vidhya', 'kittu', 'arjun']",,,,,,,,,,,,,DAY,INT
122Q.6,WANKHADE STADIUM/ GROUND,"EXT. WANKHADE STADIUM/ GROUND - DAY
122Q.6
PLAY 32
Arjun taps the pitch and walk to the crease.
Arjun asks for guard. Arjun marks his guard & checks for 
fielding positions 
Arjun’s Suggestion - he checks the fielding positions
(Pan from fielder to fielder & ending to bowler)
Gowda comes in to a bowl; bowls a bouncer. Arjun leaves it.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
Ball lands in the crowd.,WANKHADE STADIUM / STANDS,"EXT. WANKHADE STADIUM / STANDS - DAY
Ball lands in the crowd.
",[],[],[],,,,,,,,,,,,,DAY,EXT
122Q.6,WANKHADE STADIUM/ GROUND,"EXT. WANKHADE STADIUM/ GROUND - DAY - CONTINUOUS
122Q.6
Arjun looks at the ball landing in the crowd; Gowda in BG; 
Umpire signals six in BG
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
PLAY 36,WANKHADE STADIUM/ GROUND,"EXT. WANKHADE STADIUM/ GROUND - DAY - CONTINUOUS
PLAY 36
Gowda runs in to bowl.
Arjun hits a cut shot.
Ball goes to the boundary.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
Crowd cheer,WANKHADE STADIUM / STANDS,"EXT. WANKHADE STADIUM / STANDS - DAY
Crowd cheer
",[],[],[],,,,,,,,,,,,,DAY,EXT
PLAY 37,WANKHADE STADIUM/ GROUND,"EXT. WANKHADE STADIUM/ GROUND - DAY - CONTINUOUS
PLAY 37
Virender hits a cover drive.
PLAY 38
Arjun hits a straight drive.
PLAY 39
Viru hits a lofted straight drive.
Ball hits the sight screen.
Arjun comes towards Viru, pats on his back
164.
FOR AD TEAM
165.
","['arjun', 'viru']","['arjun', 'viru']","['arjun', 'viru']",,,,,,,,,,,,,DAY,EXT
COMMENTATOR 4,WANKHADE STADIUM/ COMMENTARY BOX,"INT. WANKHADE STADIUM/ COMMENTARY BOX - DAY
COMMENTATOR 4
That’s a 50 runs partnership 
between the Punjab openers. 
SUPER: Punjab 2nd innings 53/0
MONTAGE of some more shots. 
PLAY 40
Viru hits 1
PLAY 41
Viru hits 2.
PLAY 42
Arjun hits 1.
PLAY 43
Arjun hits 2.
PLAY 44
Batsmen running
PLAY 45
Arjun places the ball in the off Side.
Bat slides in crease; Batsmen running between wickets.
Arjun & Viru running; Viru reaches the crease
PLAY 46
Bowler takes the ball; prepares to bowl; comes running in.
Arjun places the ball on the ON side.
Bat slides in crease; Arjun running hard to complete the run, 
Arjun pants.
Arjun completes his half century; Viru comes to congratulate 
him
165.
FOR AD TEAM
166.
","['arjun', 'viru']","['arjun', 'viru']","['arjun', 'viru']",,,,,,,,,,,,,DAY,INT
124,ARJUN HOUSE / TV INTERCUT,"INT. ARJUN HOUSE / TV INTERCUT - DAY
124
Kittu is clapping.
We see Arjun but he doesn’t lift his bat.
KITTU
Papa half-century pe bat nahin 
uthaate?
Vidhya smiles at Kittu question and says
VIDHYA
Nahin. Century pe hi uthaate hain.
","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']",,,,,,,,,,,,,DAY,INT
122Q.8,WANKHADE STADIUM / SUPER,"EXT. WANKHADE STADIUM / SUPER - DAY
122Q.8
SUPER: Punjab 2nd Innings 86/0
",[],[],[],,,,,,,,,,,,,DAY,EXT
122Q.10,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122Q.10
- TIMELAPSE of CRICKETING SHOTS
PLAY 47
Viru hits 1.
PLAY 48
166.
FOR AD TEAM
167.
Viru hits 2.
PLAY 49
Viru hits 3.
Ball goes for a boundary.
Viru completes his half century; Arjun congratulates him.
","['arjun', 'viru']","['arjun', 'viru']","['arjun', 'viru']",,,,,,,,,,,,,DAY,EXT
Scoreboard insert- Punjab needs 253 runs in 210 balls.,WANKHADE STADIUM / SCOREBOARD,"EXT. WANKHADE STADIUM / SCOREBOARD - DAY
Scoreboard insert- Punjab needs 253 runs in 210 balls.
COMMENTATOR 3
V.O
Does Punjab have an outside chance 
of winning this one? 253 required 
off 210 balls.
",[],[],[],,,,,,,,,,,,,DAY,EXT
122Q.13,WANKHADE STADIUM / SCOREBOARD,"EXT. WANKHADE STADIUM / SCOREBOARD - DAY
122Q.13
SCOREBOARD: Punjab - 122/0, 15 overs, Arjun: 68, Viru: 50. 
230 RUNS NEEDED.
","['arjun', 'viru']","['arjun', 'viru']","['arjun', 'viru']",,,,,,,,,,,,,DAY,EXT
122R.1,WANKHADE STADIUM/ GROUND,"EXT. WANKHADE STADIUM/ GROUND - DAY
122R.1
PLAY 50
Bowler bowls the ball; Viru steps out and misses; 
Wicketkeeper stumps & appeals; Umpire raises his finger
Karnataka team celebrates.
Arjun reacts to the wicket; Viru crosses him
COMMENTATOR 4
(V.O)
Virender goes down the wicket and 
he misses the ball but the keeper 
doesn’t. Up goes the finger and 
Virender departs. 
","['ketan', 'arjun', 'viru']","['ketan', 'arjun', 'viru']","['ketan', 'arjun', 'viru']",,,,,,,,,,,,,DAY,EXT
Crowd cheers for Punjab,WANKHADE STADIUM / STANDS,"EXT. WANKHADE STADIUM / STANDS - DAY
Crowd cheers for Punjab
COMMENTATOR 3
(v.o)
Punjab is trying to maintain the 
run rate. 
",[],[],[],,,,,,,,,,,,,DAY,EXT
122R.5,WANKHADE STADIUM/ GROUND,"EXT. WANKHADE STADIUM/ GROUND - DAY
122R.5
- TIMELAPSE of CRICKETING SHOTS
- FIELD: Nagaraja Assuri (spin) bowling. Harpal plays a 
square cut and the ball goes towards deep backward but 
doesn’t have the force to go to the boundary. Arjun and 
Harpal run two runs.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122R.6,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122R.6
- M. Suryanarayan bowls and Arjun hits an off drive over 
cover and mid-off for a one bounce four.
168.
FOR AD TEAM
169.
- Umpire signals four.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122R.7,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122R.7
- A Karnataka fielder is running from deep to square to save 
the ball from going to the boundary. But the ball hits his 
palms and goes for a four.
",[],[],[],,,,,,,,,,,,,DAY,EXT
122R.8,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122R.8
- Arjun leg glances a ball and takes two runs off Venkat 
Subhramanyam (spin) bowling. Arjun and Harpal are shown 
running.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122R.9,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122R.9
- Harpal plays an on drive off M. Suryanarayan and the ball 
passes by Mid-on to go for a four.
",[],[],[],,,,,,,,,,,,,DAY,EXT
122R.10,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122R.10
- Nagaraja Assuri (Spin) bowls and Arjun comes front foot and 
plays an on - drive to hit the ball over long on for a six.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122R.11,WANKHADE STADIUM / STANDS,"EXT. WANKHADE STADIUM / STANDS - DAY
122R.11
- STADIUM STANDS: The ball goes into the crowd. A spectator 
catches it and lifts both his hand. The person next to him 
raises his finger as if to signal out.
CONTINUOUS
122R.10
- FIELD: Umpire is seen giving a six.
",[],[],[],,,,,,,,,,,,,DAY,EXT
PLAY 56,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
PLAY 56
Bowler runs to bowl; he bowls it short. Harpal mistimes the 
ball; goes high in the air & fielder catches the ball.
Karnataka team celebrates as Harpal walks.
Harpal walks out as Ravinder walks in to bat crosses Arjun 
who is in focus
169.
FOR AD TEAM
170.
COMMENTATOR 4
(V.O)
Thats hit high in the air by Harpal 
And its caught! Harpal departs.
Montage of Arjun’s massive hitting
PLAY 57
Ravinder hits a cover drive for a boundary.
Arjun cheers for Ravinder.
PLAY 58
Bowler bowls 1
Arjun hits a cut shot.
PLAY 59
Bowler bowls 2
Arjun hits a cover drive.
PLAY 60
Bowler bowls 3
Arjun hits a straight drive.
PLAY 61
Bowler bowls 4
Arjun hits a pull shot.
PLAY 62
Bowler bowls 5
Arjun hits a lofted cover drive.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
"Punjab team room cheers for Arjun, Bali sir in focus.",WANKHADE STADIUM/ PUNJAB TEAM ROOM,"INT. WANKHADE STADIUM/ PUNJAB TEAM ROOM - DAY
Punjab team room cheers for Arjun, Bali sir in focus.
COMMENTATOR 3
This man is what dreams are made 
of! Arjun is hitting all across the 
park. 
170.
FOR AD TEAM
171.
","['arjun', 'bali']","['arjun', 'bali']","['arjun', 'bali']",,,,,,,,,,,,,DAY,INT
PLAY 63,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
PLAY 63
Arjun marks his guard; checks for fielding positions; takes 
stance.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122R.15,WANKHADE STADIUM / SUPER,"EXT. WANKHADE STADIUM / SUPER - DAY
122R.15
SUPER: Arjun 98(88)
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
- Bowler gets ready to bowl. ,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
- Bowler gets ready to bowl. 
COMMENTATOR 4
(V.O)
Venkat Subhramanyam is ready to 
bowl. Will Arjun get to his 
century? 
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122R.17,WANKHADE STADIUM/ PUNJAB TEAM ROOM,"INT. WANKHADE STADIUM/ PUNJAB TEAM ROOM - DAY
122R.17
Everyone tensed in the dressing room while the ball is 
bowled.
",[],[],[],,,,,,,,,,,,,DAY,INT
Bowler comes running in to bowl.,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
Bowler comes running in to bowl.
Arjun hits a lofted straight drive. 
Arjun looks at the ball in the air.
Karnataka captain looks at the ball in the air.
Ball hits the sight screen; fielder tries to catch it.
Karnataka captain reacts in frustration.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122R.19,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122R.19
- Arjun lifts his bat towards the dressing room for the 
century.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
124,ARJUN HOUSE,"INT. ARJUN HOUSE - DAY
124
Kittu is shouting. His friends clapping. Vidhya smiles to 
herself looking at Arjun.
","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']",,,,,,,,,,,,,DAY,INT
126,VIDHYA HOUSE,"INT. VIDHYA HOUSE - DAY
126
Vidhya’s father K. Krishna Rao is sitting grumpily looking at 
the kids dancing an jumping in front of the TV. In the TV he 
sees Arjun lift his bat for a century.
","['vidhya', 'arjun']","['vidhya', 'arjun']","['vidhya', 'arjun']",,,,,,,,,,,,,DAY,INT
123,SECTOR 17 / HANGOUT PLACE,"EXT. SECTOR 17 / HANGOUT PLACE - DAY
123
Amrit is whistling and Gurmeet is dancing. Dhol waalas are 
also watching the match; they break into a beat as everyone 
dances. There are a few passer-by’s who are watching the 
match too.
CLUSTER 7
PLAY 64
",['amrit'],['amrit'],['amrit'],,,,,,,,,,,,,DAY,EXT
PLAY 67,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
PLAY 67
Arjun hits the ball and runs.
Arjun reaches the crease.
PLAY 68
Ravinder hits a boundary.
Umpire signals a boundary.
PLAY 69 
Arjun places the ball towards mid wicket.Arjun starts running 
, Gowda tries to block Arjun’s way.
173.
FOR AD TEAM
174.
Arjun just makes it to the crease.
Gowda reacts to the close call, Gowda smiles
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122R.24,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122R.24
Gowda stopping Arjun’s way, but he makes it to the crease.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122R.23,WANKHADE STADIUM / COMMENTARY BOX,"I/E. WANKHADE STADIUM / COMMENTARY BOX - DAY
122R.23
COMMENTATOR 3
More running between the wickets. 
Gowda ne rasta roka Arjun ka but he 
makes it to the crease. 
COMMENTATOR 4
This is the most I’ve seen him run. 
He mostly deals in boundaries. But 
aaj ki innings bilkul alag hain. 
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,I/E
122R.25,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122R.25
- FIELD: Arjun plays a reverse sweep off Nagaraja Assuri 
bowling. The ball rushes to the boundary.
PLAY 70
Ravinder places the ball; both of them run.
Ravinder calls for the 2nd run, Arjun is already panting in 
the BG, Ravinder comes back in his crease.
Arjun pants as he drinks water.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
COMMENTATOR 3,WANKHADE STADIUM / COMMENTARY BOX,"INT. WANKHADE STADIUM / COMMENTARY BOX - DAY
COMMENTATOR 3
Every run counts. That’s why Arjun 
is running so hard between the 
wickets today.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,INT
122R.26,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122R.26
PLAY 71
Arjun hits a lofted straight drive.
PLAY 72
174.
FOR AD TEAM
175.
Arjun hits a slog over mid wicket.
PLAY 73
Arjun hits a slog over Long on
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122R.27,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122R.27
PLAY 74
Arjun hits the ball straight and runs.
Arjun & Ravinder cross each other 
Arjun completes the run; he feels uncomfortable.
PLAY 75
Ravinder mistimes the ball. 
Ball is in the air.
Fielder catches the ball, Captain celebrates in FG.
Karnataka Team Celebrates; Dheeraj walks in.
PLAY 76
Bowler comes running in to bowl.
Dheeraj misses the ball; he's bowled.
PLAY 77
175.
FOR AD TEAM
176.
Bowler bowls the ball.
Gurkiran misses it. Gurkiran is bowled.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122R.28A,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122R.28A
PLAY 78
Bowler runs in; ball hits the ground; batsman hits it and 
steps out of the crease.
Raunaq steps out; gets stumped.
Arjun looks disappointed. He takes his helmet off for some 
relief. In the background the Karnataka team can be seen 
celebrating.
- Gaurav Vij is the next batsman, he plays a square drive 
around square leg to take a single.
- Venkat Subhramanyam bowling and Arjun hits the ball over 
mid wicket for a one bounce four.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
 CONTINUOUS,WANKHADE STADIUM / COMMENTARY BOX,"INT. WANKHADE STADIUM / COMMENTARY BOX - DAY
 CONTINUOUS
122R.28B
COMMENTATOR 2
Every run counts. That’s why Arjun 
is running so hard between the 
wickets today.
176.
FOR AD TEAM
177.
- In between overs; Arjun drinks water. 
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,INT
122R.29,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122R.29
MONTAGE: Wickets falling of Punjab.
CLUSTER 8
PLAY 79
",[],[],[],,,,,,,,,,,,,DAY,EXT
122R.30,WANKHADE STADIUM / SCOREBOARD,"EXT. WANKHADE STADIUM / SCOREBOARD - DAY
122R.30
SCOREBOARD: Punjab 2nd Innings 285/5. 6 Overs remaining.
COMMENTATOR 3
(v.o)
Punjab losing wickets constantly. 
285/6 now. Jeetne ke liye abhi bhi 
67(sadsatth) run chahiye 
36(chhatis) gendon mein.
",[],[],[],,,,,,,,,,,,,DAY,EXT
122R.32,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122R.32
Gagan places the ball in the off side & starts running.
Ball goes to the fielder, he throws it back to the 
wicketkeeper.
Arjun refuses for the 2nd run and stays at the crease. 
COMMENTATOR 4
(V.O)
There’s some confusion between the 
batsmen.
- Gagan runs back to the crease. Bowler reacts to the near 
miss
- Umpire signals a four and gives the cap to Venkat 
Subhramanyam.
- Confusion over a single.
Arjun calls Gagan
ARJUN
Apne liye singles bhi jaroori ne... 
nikaalta reh run. 
177.
FOR AD TEAM
178.
COMMENTATOR 3
(v.o)
Single lene se mana kiya... that’s 
intelligent batting by Arjun... he 
wants to keep the strike.
- Arjun and Gagan walk back to their positions
PLAY 80
Arjun hits the ball in the on side & starts to run
- Suresh Gowda stands in the way again. Arjun falls but 
manages to reach the crease before the direct hit. 
Arjun turns back towards Suresh Gowda in aggression, the 
umpire comes in between and asks the players to back off.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122R.37,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122R.37
PLAY 81
Gagan gets bowled. Karnataka team celebrates. 
Arjun reacts to the wicket.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122S.1,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122S.1
- Arjun plays a shot towards the leg side between mid wicket 
and mid on and takes a single.
- Mohit Chaddha  is batting.
- We see Suresh Gowda running to bowl the next delivery.
- It’s a Yorker and goes between Mohit Chaddha bat and pad 
and he is bowled.
- Karnataka team reacts
- Arjun reacts
COMMENTATOR 4
(v.o.)
This man is on a hattrick!
- The next batsman Nihar passes by Mohit to go play.
- In Arjun’s suggestion we see Mohit Chaddha walking back and 
Karnataka celebrating too.
","['ketan', 'arjun']","['ketan', 'arjun']","['ketan', 'arjun']",,,,,,,,,,,,,DAY,EXT
122S.3,WANKHADE STADIUM/PUNJAB TEAM ROOM,"INT. WANKHADE STADIUM/PUNJAB TEAM ROOM - DAY
122S.3
- PUNJAB DRESSING ROOM: Mahesh evidently disappointed is 
looking at the TV. Karnataka team can be seen celebrating in 
the TV. 
",['mahesh'],['mahesh'],['mahesh'],,,,,,,,,,,,,DAY,INT
122S.2,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122S.2
PLAY 83
Arjun cuts the ball for a boundary; fielder chases the ball
Umpire signals Boundary; bowler reacts to the boundary.
PLAY 84
Bowler comes running in to bowl; Arjun hits a pull shot.
Fielder tries to stop it but it races to the boundary.
Bowler reacts to the fielder missing the ball; goes back to 
his mark dejected.
179.
FOR AD TEAM
180.
PLAY 85
Bowler comes running in to bowl the next ball.
Arjun hits it in the leg side & starts running
Gowda tries to come in between; Arjun pushes him.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
- We see Suresh Gowda ready to bowl his n,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
- We see Suresh Gowda ready to bowl his n",[],[],[],,,,,,,,,,,,,DAY,EXT
- Punjab team room reacts; Mahesh looks at Rudra,WANKHADE STADIUM / PUNJAB TEAM ROOM,"EXT. WANKHADE STADIUM / PUNJAB TEAM ROOM - DAY
- Punjab team room reacts; Mahesh looks at Rudra
- We see Mahesh’s face. Next to him is Ratti. Viru and 
Ravinder and then Bali. Rudra lifts his helmet and goes out 
to the ground.
","['viru', 'bali', 'ratti', 'mahesh']","['viru', 'bali', 'ratti', 'mahesh']","['viru', 'bali', 'ratti', 'mahesh']",,,,,,,,,,,,,DAY,EXT
122T.12,WANKHADE STADIUM / COMMENTARY,"INT. WANKHADE STADIUM / COMMENTARY - DAY
122T.12
COMMENTATOR 3
Punjab is 36 runs away from a 
historic win... thats 12 runs per 
over. Karnataka is just one wicket 
away from victory. Rudra Juneja is 
the last man in and on strike.
- Balraj the next batsman walks in and takes stance.
- We see Suresh Gowda’s run up again.
- The ball again is a Yorker and hits the wicket.
",[],[],[],,,,,,,,,,,,,DAY,INT
122S.4,WANKHADE STADIUM/GROUND,"EXT. WANKHADE STADIUM/GROUND - DAY
122S.4
Suresh Gowda is running to bowl his third delivery and the 
audience is shouting “oooOOOO” again.
The ball is a straight ball with a little out swing, it 
misses the bat and hits the pad.
Suresh Gowda turns and shouts his lungs out appealing for out 
with all his energy and so are the fielders in the frame.
181.
FOR AD TEAM
182.
Umpire looks at the batsmen for a long pause before lifting 
his finger to give out.
Suresh Gowda can be seen celebrating and shouting while his 
team mates start coming to him.
",[],[],[],,,,,,,,,,,,,DAY,EXT
123,SECTOR 17 / HANGOUT PLACE,"EXT. SECTOR 17 / HANGOUT PLACE - DAY
123
The TV in the shop shows Rudra walking into the crease. In-
front of the TV we see Amrit and everyone silent. Amrit takes 
a cigarette and asks for a lighter.
",['amrit'],['amrit'],['amrit'],,,,,,,,,,,,,DAY,EXT
122S.7,WANKHADE STADIUM / GROUND (TV CUT),"EXT. WANKHADE STADIUM / GROUND (TV CUT) - DAY
122S.7
Rudra walking to the crease 
Bowler prepares to bowl
",[],[],[],,,,,,,,,,,,,DAY,EXT
124,ARJUN HOUSE,"INT. ARJUN HOUSE - DAY
124
Kittu and his friends are silent. Kittu’s friend looks at him 
and his disappointed face then looks back at the TV.
","['kittu', 'arjun']","['kittu', 'arjun']","['kittu', 'arjun']",,,,,,,,,,,,,DAY,INT
122T.1,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122T.1
PLAY 88
- FIELD: Arjun comes to Rudra and tells him something we 
cannot hear. Rudra is looking at Suresh Gowda standing behind 
Arjun with a sarcastic smile that angers Rudra. 
ARJUN
Cool down... focus..
- Wicket keeper cheers up Gowda
- Rudra goes to the bat and takes his stance.
- Suresh Gowda bowls and the ball is bouncer straight to his 
chest. Rudra defends it.
- Rudra reacts to the bouncer
PLAY 89
- Bowler comes in to bowl
- Rudra ducks the 2nd bouncer
- Bowler reacts as Rudra gets up
182.
FOR AD TEAM
183.
PLAY 90
- Bowler comes running in to bowl
- Rudra hits it & starts to run; but immediately turns back
- Bowler mock throws it as Rudra runs back to his crease
- Arjun reacts
COMMENTATOR 3
(V.O)
That’s a good dot ball... here’s 
another bouncer from the bowler. 
That was a maiden over. Over to 
Gowda now. Punjab needs 36 runs in 
18 balls.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122T.11,WANKHADE STADIUM/PUNJAB TEAM ROOM,"INT. WANKHADE STADIUM/PUNJAB TEAM ROOM - DAY
122T.11
Ratti next to Mahesh is clapping silently yet tensed. Bali is 
tensed too but happy with how Arjun is dealing with things.
- ON TV: 36 runs off 18 balls.
","['arjun', 'bali', 'ratti', 'mahesh']","['arjun', 'bali', 'ratti', 'mahesh']","['arjun', 'bali', 'ratti', 'mahesh']",,,,,,,,,,,,,DAY,INT
PLAY 91,WANKHADE STADIUM/GROUND,"EXT. WANKHADE STADIUM/GROUND - DAY
PLAY 91
- Arjun takes stance
- Gowda runs in to bowl
- Arjun hits a pull shot
- Ball crosses the boundary
- Umpire signals a boundary
183.
FOR AD TEAM
(MORE)
184.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
122T.15,WANKHADE STADIUM / COMMENTARY BOX,"INT. WANKHADE STADIUM / COMMENTARY BOX - DAY
122T.15
COMMENTATOR 4
(V.O)
Thats hit very well by Arjun... it 
will go all the way to the 
boundary.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,INT
"The Punjab team, including Ratti, Mahesh and Bali sir get up ",WANKHADE STADIUM / PUNJAB TEAM ROOM,"INT. WANKHADE STADIUM / PUNJAB TEAM ROOM - DAY
The Punjab team, including Ratti, Mahesh and Bali sir get up 
excitedly and rush out. 
","['bali', 'ratti', 'mahesh']","['bali', 'ratti', 'mahesh']","['bali', 'ratti', 'mahesh']",,,,,,,,,,,,,DAY,INT
The Punjab team is rushing down the stairs.  ,WANKHADE STADIUM / STAIRS,"INT. WANKHADE STADIUM / STAIRS - DAY
The Punjab team is rushing down the stairs.  
",[],[],[],,,,,,,,,,,,,DAY,INT
"The Punjab team reaches the boundary rope, excitedly cheering ",WANKHADE STADIUM / GROUND,"INT. WANKHADE STADIUM / GROUND - DAY
The Punjab team reaches the boundary rope, excitedly cheering 
for the team. 
",[],[],[],,,,,,,,,,,,,DAY,INT
122T.2,WANKHADE STADIUM / GROUND,"EXT. WANKHADE STADIUM / GROUND - DAY
122T.2
- MONTAGE: WHERE ARJUN HITS FOURS AND TAKES SINGLES IN THE 
LAST BALL. 
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
